MainBranch,RemoteWork,EdLevel,LearnCode,LearnCodeOnline,YearsCode,DevType,OrgSize,Country,WorkExp,Industry,generation,Employment_Status,Language_Category,Tech_Category
Developer,Remote,Some College,Online Courses / Bootcamps,Mixed Approaches,2,Software Development Roles,Small Organizations,Argentina,2.0,Technology and Information Services,Y,Not employed,Web Development,"Backend Technologies, Frontend Technologies"
Developer,Remote,Secondary Education,Books / Physical Media,Mixed Approaches,16,Software Development Roles,Small Organizations,Germany,14.0,Financial Sector,Y,Employed,Web Development,"Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,5,Software Development Roles,Small Organizations,India,1.0,Technology and Information Services,Z,Employed,"Server-Side Development, Mobile Development, System Programming",Backend Technologies
Developer,"Hybrid (some remote, some in-person)",Some College,Online Courses / Bootcamps,Mixed Approaches,6,Software Development Roles,Small Organizations,Uruguay,4.0,Technology and Information Services,Z,Employed,Web Development,"Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,20,Management and Executive Roles,Medium Organizations,Australia,13.0,Government and Other Services,Y,Employed,"Web Development, System Programming",Frontend Technologies
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,15,Software Development Roles,Small Organizations,Uruguay,15.0,Services and Advertising,Y,Employed,Web Development,"Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Online Courses / Bootcamps,Videos,20,Software Development Roles,Large Organizations,Italy,14.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,12,Software Development Roles,Large Organizations,United States of America,12.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Backend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,17,Engineering and Operations Roles,Medium Organizations,United Kingdom of Great Britain and Northern Ireland,7.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,7,Software Development Roles,Small Organizations,"Venezuela, Bolivarian Republic of...",4.0,Technology and Information Services,Z,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,In-person,Degree,Online Courses / Bootcamps,Mixed Approaches,5,"Education, Advocacy, and Sales Roles",Small Organizations,Spain,3.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,8,Software Development Roles,Small Organizations,United States of America,8.0,Healthcare and Education,Y,Employed,"Web Development, System Programming",Uncategorized
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,11,Software Development Roles,Large Organizations,Brazil,14.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,23,Data Science and Research Roles,Small Organizations,Brazil,23.0,Technology and Information Services,Y,Not employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,19,Software Development Roles,Small Organizations,Austria,16.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,13,"Education, Advocacy, and Sales Roles",Medium Organizations,United States of America,13.0,Healthcare and Education,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Non-developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,14,Management and Executive Roles,Medium Organizations,France,13.0,Technology and Information Services,Y,Employed,Web Development,"Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,17,Data Science and Research Roles,Medium Organizations,United States of America,15.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Uncategorized
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,27,Software Development Roles,Small Organizations,United States of America,21.0,Services and Advertising,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,23,Software Development Roles,Small Organizations,Argentina,20.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development, System Programming",Frontend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,41,Software Development Roles,Small Organizations,United States of America,37.0,Services and Advertising,X,Employed,"Server-Side Development, Web Development",Uncategorized
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,15,Software Development Roles,Small Organizations,Germany,15.0,Technology and Information Services,X,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,13,Software Development Roles,Small Organizations,United States of America,11.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,22,Software Development Roles,Medium Organizations,Brazil,18.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,5,Software Development Roles,Medium Organizations,Brazil,5.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,12,Data Science and Research Roles,Small Organizations,Uruguay,10.0,Technology and Information Services,Y,Employed,Server-Side Development,Uncategorized
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,15,Software Development Roles,Medium Organizations,Brazil,15.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development","JavaScript Libraries, Frontend Technologies"
Developer,Remote,Secondary Education,Online Courses / Bootcamps,Mixed Approaches,9,Software Development Roles,Small Organizations,"Venezuela, Bolivarian Republic of...",8.0,Healthcare and Education,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,5,Software Development Roles,Medium Organizations,United Arab Emirates,4.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Secondary Education,Books / Physical Media,Mixed Approaches,14,Engineering and Operations Roles,Medium Organizations,Portugal,15.0,Services and Advertising,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,24,Software Development Roles,Medium Organizations,Colombia,20.0,Technology and Information Services,X,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,In-person,Secondary Education,Online Courses / Bootcamps,Mixed Approaches,6,Software Development Roles,Small Organizations,Indonesia,6.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,25,Software Development Roles,Medium Organizations,Germany,11.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development",Backend Technologies
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,25,Software Development Roles,Small Organizations,United States of America,20.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,24,Software Development Roles,Small Organizations,United Kingdom of Great Britain and Northern Ireland,19.0,Government and Other Services,Y,Employed,"Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,29,Software Development Roles,Medium Organizations,Norway,20.0,Technology and Information Services,Y,Employed,Web Development,"Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,15,Software Development Roles,Small Organizations,Italy,10.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,11,Software Development Roles,Small Organizations,Ireland,11.0,Technology and Information Services,Y,Employed,"Mobile Development, Web Development",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,23,Engineering and Operations Roles,Small Organizations,Italy,18.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,15,Software Development Roles,Small Organizations,United States of America,11.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,19,Software Development Roles,Medium Organizations,France,12.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Uncategorized
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,23,Management and Executive Roles,Medium Organizations,Brazil,20.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,8,Software Development Roles,Small Organizations,United States of America,8.0,Technology and Information Services,Y,Employed,Web Development,"Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,11,Software Development Roles,Large Organizations,Canada,7.0,Financial Sector,Y,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,10,Software Development Roles,Medium Organizations,Romania,5.0,Services and Advertising,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Online Courses / Bootcamps,Mixed Approaches,20,Management and Executive Roles,Small Organizations,Singapore,20.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development",JavaScript Libraries
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,17,Software Development Roles,Small Organizations,United Kingdom of Great Britain and Northern Ireland,16.0,Financial Sector,Y,Employed,Mobile Development,Frontend Technologies
Developer,In-person,Degree,Online Courses / Bootcamps,Mixed Approaches,13,Software Development Roles,Small Organizations,Brazil,9.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,21,Software Development Roles,Medium Organizations,Netherlands,20.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,27,Management and Executive Roles,Small Organizations,Colombia,22.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,4,Software Development Roles,Large Organizations,Brazil,10.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,27,Software Development Roles,Small Organizations,Canada,15.0,Technology and Information Services,X,Not employed,"Server-Side Development, Web Development",JavaScript Libraries
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,17,Software Development Roles,Small Organizations,Malaysia,17.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,3,Software Development Roles,Small Organizations,United States of America,8.0,Services and Advertising,Y,Employed,Web Development,"Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,8,Software Development Roles,Medium Organizations,United States of America,7.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,11,Software Development Roles,Medium Organizations,Spain,9.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Secondary Education,Online Courses / Bootcamps,Mixed Approaches,15,Software Development Roles,Small Organizations,United States of America,10.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,26,Software Development Roles,Small Organizations,Israel,24.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,10,Software Development Roles,Small Organizations,United States of America,7.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,40,"Education, Advocacy, and Sales Roles",Small Organizations,United States of America,28.0,Technology and Information Services,X,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,In-person,Degree,Online Courses / Bootcamps,Mixed Approaches,10,Software Development Roles,Small Organizations,"Iran, Islamic Republic of...",1.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,8,Software Development Roles,Small Organizations,Portugal,7.0,Healthcare and Education,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,10,Software Development Roles,Small Organizations,United States of America,10.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,21,"Education, Advocacy, and Sales Roles",Medium Organizations,Canada,21.0,Healthcare and Education,X,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Some College,Online Courses / Bootcamps,Mixed Approaches,4,Software Development Roles,Small Organizations,Poland,1.0,Government and Other Services,Z,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,33,Software Development Roles,Medium Organizations,Chile,18.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development, System Programming","JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,8,Software Development Roles,Medium Organizations,United States of America,5.0,Healthcare and Education,Y,Employed,Server-Side Development,Uncategorized
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,15,Software Development Roles,Large Organizations,United States of America,12.0,Financial Sector,X,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,5,Software Development Roles,Large Organizations,United States of America,1.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,15,Software Development Roles,Medium Organizations,Brazil,15.0,Financial Sector,Y,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,11,Software Development Roles,Small Organizations,Canada,3.0,Healthcare and Education,Y,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,13,Software Development Roles,Medium Organizations,United States of America,10.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,19,Software Development Roles,Small Organizations,South Africa,15.0,Financial Sector,Y,Not employed,"Server-Side Development, Web Development","JavaScript Libraries, Frontend Technologies"
Developer,Remote,Secondary Education,Books / Physical Media,Mixed Approaches,28,Software Development Roles,Small Organizations,Denmark,28.0,Technology and Information Services,Y,Employed,System Programming,Frontend Technologies
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,11,Software Development Roles,Small Organizations,Paraguay,5.0,Services and Advertising,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,30,Management and Executive Roles,Medium Organizations,United States of America,22.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development",Uncategorized
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,20,Management and Executive Roles,Medium Organizations,United States of America,15.0,Healthcare and Education,Y,Employed,"Server-Side Development, Web Development","JavaScript Libraries, Frontend Technologies"
Non-developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,7,Data Science and Research Roles,Medium Organizations,United States of America,3.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,16,Software Development Roles,Small Organizations,Sri Lanka,12.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Secondary Education,Online Courses / Bootcamps,Documentation,42,Software Development Roles,Small Organizations,Germany,32.0,Technology and Information Services,X,Employed,"Server-Side Development, Web Development",Uncategorized
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,8,Engineering and Operations Roles,Large Organizations,India,6.0,Services and Advertising,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,9,Software Development Roles,Medium Organizations,Sweden,8.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,14,Software Development Roles,Medium Organizations,United States of America,10.0,Government and Other Services,Y,Employed,Web Development,"Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,33,Software Development Roles,Small Organizations,United States of America,29.0,Manufacturing Sector,X,Employed,"Server-Side Development, Mobile Development, Web Development",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,30,Software Development Roles,Small Organizations,Canada,26.0,Financial Sector,X,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,In-person,Secondary Education,Online Courses / Bootcamps,Mixed Approaches,10,Software Development Roles,Small Organizations,Germany,4.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming",Frontend Technologies
Developer,Remote,Some College,Online Courses / Bootcamps,Documentation,11,Software Development Roles,Small Organizations,United States of America,12.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,14,Management and Executive Roles,Small Organizations,Bulgaria,12.0,Government and Other Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Some College,Online Courses / Bootcamps,Mixed Approaches,16,Software Development Roles,Small Organizations,United States of America,10.0,Technology and Information Services,Y,Employed,Web Development,"Backend Technologies, Frontend Technologies"
Non-developer,Remote,Secondary Education,Books / Physical Media,Mixed Approaches,40,Management and Executive Roles,Small Organizations,Germany,40.0,Technology and Information Services,X,Not employed,System Programming,Uncategorized
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,4,Software Development Roles,Small Organizations,Taiwan,3.0,Government and Other Services,Y,Employed,System Programming,Uncategorized
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,49,"Education, Advocacy, and Sales Roles",Medium Organizations,United States of America,45.0,Healthcare and Education,X,Employed,"Server-Side Development, Web Development",Backend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,11,Software Development Roles,Medium Organizations,Brazil,9.0,Financial Sector,Y,Employed,Server-Side Development,"Backend Technologies, Frontend Technologies"
Developer,Remote,Some College,Online Courses / Bootcamps,Mixed Approaches,7,Software Development Roles,Small Organizations,United States of America,3.0,Technology and Information Services,Y,Employed,"Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,12,Data Science and Research Roles,Small Organizations,United States of America,10.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,8,Software Development Roles,Medium Organizations,Israel,4.0,Technology and Information Services,Y,Employed,Web Development,"Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,18,Software Development Roles,Unknown,Canada,15.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,24,Software Development Roles,Medium Organizations,United States of America,18.0,Services and Advertising,Y,Employed,Web Development,"Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,25,Software Development Roles,Freelancers / Sole Proprietors,United States of America,25.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,In-person,Secondary Education,Online Courses / Bootcamps,Mixed Approaches,40,Software Development Roles,Small Organizations,Sweden,35.0,Technology and Information Services,X,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,15,Software Development Roles,Small Organizations,Norway,12.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,16,Software Development Roles,Small Organizations,United States of America,11.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,26,Software Development Roles,Small Organizations,United States of America,17.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,35,Software Development Roles,Large Organizations,United States of America,31.0,Technology and Information Services,X,Employed,"Server-Side Development, Web Development",Uncategorized
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,13,Software Development Roles,Small Organizations,Spain,11.0,Services and Advertising,Y,Employed,Web Development,JavaScript Libraries
Non-developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,8,"Education, Advocacy, and Sales Roles",Small Organizations,United States of America,13.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,15,Software Development Roles,Medium Organizations,United States of America,17.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,In-person,Some College,Books / Physical Media,Mixed Approaches,6,Software Development Roles,Small Organizations,Indonesia,2.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,19,Software Development Roles,Medium Organizations,United States of America,19.0,Technology and Information Services,Y,Employed,Web Development,"Backend Technologies, Frontend Technologies"
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,25,Management and Executive Roles,Small Organizations,United States of America,25.0,Technology and Information Services,X,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,3,Software Development Roles,Small Organizations,United States of America,2.0,Government and Other Services,Y,Employed,Web Development,"Backend Technologies, JavaScript Libraries"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,14,Engineering and Operations Roles,Large Organizations,Mexico,2.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,18,Software Development Roles,Medium Organizations,Brazil,13.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Secondary Education,Online Courses / Bootcamps,Mixed Approaches,20,Software Development Roles,Medium Organizations,Argentina,20.0,Manufacturing Sector,X,Employed,"Server-Side Development, Web Development",Backend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,8,Software Development Roles,Small Organizations,United Arab Emirates,8.0,Services and Advertising,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,23,Software Development Roles,Small Organizations,United States of America,19.0,Financial Sector,Y,Employed,"Web Development, System Programming","Backend Technologies, Frontend Technologies"
Non-developer,Remote,Some College,Books / Physical Media,Mixed Approaches,17,Engineering and Operations Roles,Medium Organizations,United States of America,13.0,Manufacturing Sector,Y,Employed,"Server-Side Development, Web Development, System Programming",Uncategorized
Non-developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,13,Engineering and Operations Roles,Small Organizations,United States of America,15.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,20,Software Development Roles,Large Organizations,United States of America,20.0,Technology and Information Services,X,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,22,Software Development Roles,Small Organizations,United States of America,22.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,30,Software Development Roles,Large Organizations,United States of America,18.0,Services and Advertising,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,37,Software Development Roles,Small Organizations,United States of America,35.0,Technology and Information Services,X,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,10,Data Science and Research Roles,Large Organizations,Denmark,5.0,Healthcare and Education,Y,Employed,"Server-Side Development, Web Development, System Programming",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,4,Software Development Roles,Small Organizations,Belgium,3.0,Healthcare and Education,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,8,Software Development Roles,Small Organizations,India,4.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
